Image Name,Overlay Intensity,Image Overlay Transparency Level,Overlay Color Scheme,Icon Size,Icon Consistency,Icon Relevance to Content,Text Font Style,Text Font Size,Text Hierarchy Consistency,Color Scheme,Contrast Ratio,Color Consistency,Relevance of Content,Content Organization,Amount of Content,Text Contrast,Font Legibility,Readability Level,Ease of use,Satisfaction,helpfulness,Visual appeal,Usability Score,Accessibility Score
bad (122).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (123).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (124).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (125).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Good,neutral,neutral,neutral,poor,79.75,36.5
bad (126).png,Low,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,neutral,neutral,neutral,poor,18.5,36.5
bad (127).png,High,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,neutral,neutral,neutral,poor,80.05,36.5
bad (128).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.1,36.5
bad (130).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (131).png,Moderate,Semi-Transparent,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,neutral,neutral,neutral,good,38.15,51.5
bad (132).png,Low,Transparent,None,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.65,36.5
bad (133).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (134).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (135).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,neutral,neutral,helpful,good,78.3,58.5
bad (136).png,Low,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.15,36.5
bad (137).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,11.45,51.5
bad (138).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (139).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (140).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (141).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,neutral,helpful,good,76.65,69
bad (142).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (143).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (144).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (145).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (146).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,easy,neutral,helpful,poor,12.05,54
bad (147).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,very difficult,very dissatisfied,very unhelpful,very poor,11.45,8
bad (148).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (149).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (150).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (151).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (152).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (153).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (154).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (155).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Moderate,Low,Illegible,Poor,easy,satisfied,helpful,good,34.1,75
bad (156).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,easy,neutral,helpful,good,12.05,69
bad (157).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,neutral,neutral,neutral,poor,84.55,36.5
bad (158).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (159).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (160).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (161).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (162).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (163).png,High,None,None,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.55,36.5
bad (164).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (165).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (166).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (167).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (168).png,High,Opaque,Poor,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,21.35,36.5
bad (169).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,15.95,36.5
bad (170).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (171).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (172).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (173).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (174).png,Low,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.15,36.5
bad (175).png,None,None,None,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,7.85,36.5
bad (176).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (177).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Small,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,neutral,neutral,neutral,poor,74.55,36.5
bad (178).png,None,None,None,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Poor,easy,neutral,helpful,good,34.4,69
bad (179).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.1,36.5
bad (180).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (181).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,neutral,neutral,helpful,good,79.75,58.5
bad (182).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (183).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (184).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (185).png,High,None,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.3,36.5
bad (186).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (187).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (188).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (189).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (190).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,easy,neutral,neutral,poor,33.8,47
bad (191).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (192).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (193).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,neutral,neutral,neutral,poor,78.6,36.5
bad (194).png,Moderate,Semi-Transparent,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,easy,neutral,neutral,poor,16.1,47
bad (195).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (196).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (197).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (198).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,good,11.45,51.5
bad (199).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,very difficult,very dissatisfied,very unhelpful,very poor,12.05,8
bad (200).png,None,None,None,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Poor,neutral,neutral,neutral,poor,21.95,36.5
bad (201).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (202).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (203).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (204).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (205).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (206).png,High,Opaque,Excellent,None,None,None,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,neutral,neutral,neutral,poor,72.1,36.5
bad (207).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (208).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (209).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (210).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (211).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (212).png,High,Opaque,Poor,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Poor,neutral,neutral,neutral,poor,25.55,36.5
bad (213).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (214).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,16.55,36.5
bad (215).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (216).png,Moderate,Semi-Transparent,Good,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.7,36.5
bad (217).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,19.7,36.5
bad (218).png,High,Opaque,Poor,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,21.35,36.5
bad (219).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,15.95,36.5
bad (220).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,helpful,poor,11.45,43.5
bad (221).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,High,Low,Illegible,Poor,difficult,dissatisfied,unhelpful,poor,19.7,24
bad (222).png,High,Opaque,Poor,None,None,None,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Poor,neutral,neutral,neutral,good,25.55,51.5
bad (223).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,11.45,36.5
bad (224).png,High,Opaque,Poor,Small,Consistent,Relevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Illegible,Poor,neutral,neutral,neutral,poor,33.8,36.5
bad (225).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,neutral,poor,12.05,36.5
bad (226).png,High,Opaque,Poor,Small,Inconsistent,Irrelevant,Poor,Small,Inconsistent,Poor,Low,Inconsistent,Not Relevant,Disorganized,High,Low,Illegible,Poor,neutral,neutral,helpful,poor,12.05,43.5
